concent_id,concent,is_face_authentication_blocked,merchant_desc,merchant_dist,merchant_id,merchant_logo,merchant_nm,merchant_status,merchant_time,mobile,primary_authenticated,secondary_authenticated,ssn
322,false,false,"Herman, Green and Bayer",45.58,1004,http://dummyimage.com/247x169.png/ff4444/ffffff,Aimbu,Close,10:39 PM,878-166-9766,false,false,455-38-4367
323,true,true,"Williamson, Littel and Hammes",32.61,1015,http://dummyimage.com/133x133.jpg/dddddd/000000,Eire,Open,8:57 PM,474-893-5569,false,false,131-99-4665
324,false,true,"Orn, Abbott and Simonis",59.7,1002,http://dummyimage.com/204x112.png/5fa2dd/ffffff,Fivebridge,Open,8:06 PM,381-297-0971,false,true,527-12-3315
325,true,true,"Kessler, Koss and Walter",87.6,1018,http://dummyimage.com/173x231.png/dddddd/000000,Thoughtblab,Close,9:23 PM,315-450-3932,false,true,163-82-0505
326,false,false,Kozey and Sons,71.59,1025,http://dummyimage.com/115x101.jpg/dddddd/000000,Avaveo,Open,6:32 PM,831-782-8760,true,true,556-53-9208
327,true,false,"Kris, Rippin and Watsica",19.81,1015,http://dummyimage.com/169x171.bmp/cc0000/ffffff,Riffpath,Close,6:47 PM,781-389-5885,false,false,119-95-0918
328,false,false,Tromp-Marquardt,95.55,1024,http://dummyimage.com/131x141.png/dddddd/000000,Innotype,Open,7:54 PM,825-169-2175,false,true,836-03-2820
329,false,true,Larson-Zboncak,61.35,1001,http://dummyimage.com/215x207.jpg/ff4444/ffffff,Yodel,Close,8:08 PM,485-169-7901,true,true,572-39-7939
330,false,true,Senger and Sons,31.62,1020,http://dummyimage.com/179x210.bmp/cc0000/ffffff,Cogibox,Open,6:28 PM,947-512-8101,false,true,122-94-3795
331,true,true,"Jacobs, O'Kon and Prosacco",1.04,1002,http://dummyimage.com/108x179.bmp/cc0000/ffffff,Vimbo,Close,11:20 PM,443-646-9479,true,false,282-19-2382
332,false,false,Labadie LLC,89.2,1007,http://dummyimage.com/194x249.png/5fa2dd/ffffff,Eidel,Open,8:21 PM,570-538-9503,true,true,792-37-3634
333,true,true,Farrell and Sons,92.32,1012,http://dummyimage.com/161x134.bmp/5fa2dd/ffffff,Edgetag,Open,11:28 PM,757-271-6306,false,true,303-59-7201
334,false,true,"Grant, Mueller and Cummerata",90.1,1007,http://dummyimage.com/155x128.bmp/ff4444/ffffff,Skimia,Close,7:06 PM,351-402-0702,true,false,459-47-4855
335,true,true,Balistreri Group,37.98,1007,http://dummyimage.com/110x234.png/dddddd/000000,Rhyzio,Close,8:05 PM,475-337-3631,false,true,601-82-3425
336,true,true,Boyle Inc,26.04,1011,http://dummyimage.com/111x210.bmp/5fa2dd/ffffff,Aivee,Open,11:01 PM,434-531-1650,false,false,518-87-6885
337,true,false,"Kilback, Pagac and Stark",16.71,1001,http://dummyimage.com/174x106.jpg/cc0000/ffffff,Blogpad,Open,7:13 PM,784-741-1208,false,true,218-73-5083
338,true,true,"Roberts, Leannon and Little",9.25,1012,http://dummyimage.com/122x112.png/ff4444/ffffff,Oyoyo,Open,9:10 PM,263-805-5962,true,true,120-35-1888
339,true,true,Legros-Jones,72.35,1011,http://dummyimage.com/150x162.jpg/dddddd/000000,Skivee,Close,10:35 PM,814-858-4140,false,false,688-25-9576
340,true,false,Smitham LLC,50.89,1024,http://dummyimage.com/157x177.jpg/ff4444/ffffff,Tagpad,Open,11:28 PM,594-648-3319,false,true,735-08-1230
341,false,true,Barrows-Johnson,74.0,1004,http://dummyimage.com/203x133.png/ff4444/ffffff,Kare,Close,8:35 PM,749-140-4021,true,true,701-73-4733
342,false,true,"Kling, Hayes and Wolf",27.98,1001,http://dummyimage.com/201x108.jpg/dddddd/000000,Geba,Open,6:29 PM,981-319-8649,false,true,359-55-2840
343,false,true,Volkman and Sons,7.9,1002,http://dummyimage.com/155x209.png/cc0000/ffffff,Quatz,Open,10:20 PM,285-182-8587,true,false,427-41-0800
344,true,true,Fahey-Bernhard,35.62,1010,http://dummyimage.com/169x222.bmp/dddddd/000000,Aimbu,Open,10:40 PM,149-280-2383,true,true,618-94-2086
345,false,true,Johns-Bechtelar,66.35,1025,http://dummyimage.com/168x120.png/cc0000/ffffff,Flipopia,Close,8:52 PM,886-554-4237,false,false,754-15-6768
346,false,false,"Jacobi, Greenfelder and Heathcote",3.04,1013,http://dummyimage.com/213x157.png/dddddd/000000,Riffpedia,Open,10:13 PM,278-573-3460,true,false,254-32-3880
347,true,false,Cassin-Jones,67.37,1016,http://dummyimage.com/224x123.jpg/dddddd/000000,Photojam,Close,8:35 PM,600-225-4387,true,true,648-80-0122
348,false,false,O'Hara Group,69.23,1004,http://dummyimage.com/176x224.png/dddddd/000000,Twitternation,Close,8:32 PM,876-635-1554,false,true,285-44-6436
349,false,false,White Inc,91.83,1019,http://dummyimage.com/212x109.jpg/ff4444/ffffff,Thoughtstorm,Close,10:22 PM,402-946-3322,true,false,638-05-4282
350,true,false,Goodwin-Morissette,27.15,1016,http://dummyimage.com/145x109.bmp/ff4444/ffffff,Demizz,Close,8:02 PM,716-162-6323,true,true,640-06-2183
351,true,false,"Swift, Williamson and Hilpert",2.9,1006,http://dummyimage.com/120x113.jpg/dddddd/000000,Realbridge,Close,9:17 PM,452-636-6653,true,true,189-98-5291
352,true,false,Lind-Watsica,6.67,1022,http://dummyimage.com/218x238.png/cc0000/ffffff,Quimm,Close,10:00 PM,520-561-5064,true,false,860-34-9648
353,true,false,"Moen, Ferry and Ankunding",21.08,1011,http://dummyimage.com/205x196.bmp/dddddd/000000,Yabox,Open,7:48 PM,292-709-0966,false,true,245-28-7642
354,true,false,"Kilback, Rowe and Blick",93.42,1017,http://dummyimage.com/169x214.png/5fa2dd/ffffff,Wordtune,Open,7:37 PM,689-420-3219,false,false,253-46-3934
355,false,true,Maggio-Zboncak,78.79,1015,http://dummyimage.com/203x175.png/ff4444/ffffff,Tazz,Open,9:39 PM,303-314-9073,false,true,262-80-9674
356,false,false,Marquardt-Wolff,25.87,1024,http://dummyimage.com/228x100.bmp/5fa2dd/ffffff,Photofeed,Close,7:06 PM,987-716-6687,false,false,179-18-2860
357,false,true,Jerde-Kunde,73.26,1009,http://dummyimage.com/160x156.bmp/cc0000/ffffff,Shuffletag,Close,8:15 PM,661-813-7304,true,true,162-69-8392
358,false,true,"Walter, Wolff and Considine",70.4,1004,http://dummyimage.com/115x184.png/dddddd/000000,Wikibox,Open,9:38 PM,573-427-1170,false,false,230-22-1861
359,false,true,"Hoeger, Wintheiser and Marquardt",54.99,1002,http://dummyimage.com/239x197.jpg/ff4444/ffffff,Ntag,Close,9:21 PM,349-296-5382,true,false,250-93-0379
360,true,true,Gottlieb Group,80.88,1016,http://dummyimage.com/212x204.png/5fa2dd/ffffff,Jabberbean,Open,10:02 PM,726-231-5702,false,true,828-01-1273
361,false,true,Bogan-Hessel,87.51,1009,http://dummyimage.com/216x100.png/dddddd/000000,Oyope,Close,6:59 PM,591-889-6938,true,true,165-75-4801
362,false,true,Dickens and Sons,83.52,1014,http://dummyimage.com/177x152.jpg/5fa2dd/ffffff,Edgeclub,Close,6:50 PM,196-824-0941,false,false,746-96-2078
363,false,false,Denesik-Paucek,29.69,1016,http://dummyimage.com/204x187.bmp/ff4444/ffffff,Devcast,Close,8:47 PM,638-221-3634,false,false,608-23-6097
364,true,false,Sauer-Rutherford,54.58,1000,http://dummyimage.com/155x230.jpg/cc0000/ffffff,Pixonyx,Open,6:27 PM,272-400-2876,false,false,858-44-8828
365,true,true,Graham-O'Kon,34.03,1022,http://dummyimage.com/175x199.bmp/dddddd/000000,Realbridge,Open,9:57 PM,544-708-3497,false,true,235-28-3799
366,false,true,Watsica and Sons,83.23,1022,http://dummyimage.com/169x106.jpg/dddddd/000000,Zoombeat,Close,10:41 PM,206-800-5054,false,false,344-94-8130
367,true,false,Predovic-Douglas,10.03,1004,http://dummyimage.com/243x108.jpg/cc0000/ffffff,Devshare,Close,11:30 PM,694-615-7819,false,true,377-58-8780
368,false,true,"Ledner, Williamson and Gerhold",19.0,1013,http://dummyimage.com/116x222.bmp/5fa2dd/ffffff,Skilith,Open,7:42 PM,861-911-6259,false,false,309-50-6881
369,true,true,Mante and Sons,1.99,1015,http://dummyimage.com/119x225.png/dddddd/000000,Wordpedia,Open,10:29 PM,502-187-5749,false,true,401-52-0412
370,true,false,"Hane, Wilderman and Farrell",59.65,1025,http://dummyimage.com/208x137.bmp/ff4444/ffffff,Topiclounge,Close,6:04 PM,210-440-4548,false,true,830-59-2188
371,true,true,"Mitchell, Gusikowski and Hammes",79.11,1022,http://dummyimage.com/238x104.png/5fa2dd/ffffff,Edgeblab,Close,8:38 PM,718-391-8867,false,false,200-70-9794
372,false,true,Will-Corkery,84.82,1019,http://dummyimage.com/213x235.bmp/cc0000/ffffff,Omba,Open,11:07 PM,804-854-5947,false,true,289-77-4342
373,false,true,Grant-Davis,71.16,1013,http://dummyimage.com/212x153.jpg/ff4444/ffffff,Flashpoint,Open,7:06 PM,578-263-2326,false,false,314-13-2709
374,true,false,"McGlynn, Smitham and Wolf",56.51,1008,http://dummyimage.com/134x156.png/ff4444/ffffff,Meevee,Open,7:40 PM,430-729-4756,true,true,825-66-2228
375,true,false,"Farrell, Mertz and Feil",58.17,1025,http://dummyimage.com/236x168.png/dddddd/000000,Yambee,Open,9:17 PM,690-333-2547,false,false,186-72-3123
376,false,false,"Buckridge, Rodriguez and Schuppe",81.6,1009,http://dummyimage.com/142x233.jpg/cc0000/ffffff,Skinte,Open,8:42 PM,210-849-6208,true,false,806-10-8044
377,false,true,"Stracke, Hegmann and Nikolaus",90.77,1016,http://dummyimage.com/159x236.bmp/5fa2dd/ffffff,Wikizz,Close,8:54 PM,844-378-2409,true,false,238-67-1239
378,true,false,Treutel Group,25.96,1012,http://dummyimage.com/141x241.bmp/5fa2dd/ffffff,Quinu,Open,8:56 PM,724-497-1285,false,true,458-24-5353
379,true,true,Wilkinson Group,18.54,1008,http://dummyimage.com/135x185.jpg/cc0000/ffffff,Zoomzone,Close,8:55 PM,590-805-8396,true,false,708-68-6909
380,true,false,Wintheiser-Ward,42.19,1010,http://dummyimage.com/218x228.png/dddddd/000000,Fatz,Open,9:18 PM,388-481-2506,false,false,625-03-3838
381,false,false,"Mante, Schmidt and Wisoky",83.97,1013,http://dummyimage.com/220x213.jpg/cc0000/ffffff,Thoughtstorm,Close,8:05 PM,314-828-6498,true,false,443-82-2077
382,true,false,Rogahn-Feil,76.42,1025,http://dummyimage.com/185x238.png/ff4444/ffffff,Gabtune,Close,10:50 PM,448-783-3261,false,true,124-36-9780
383,false,true,"O'Hara, Kertzmann and Yost",40.4,1000,http://dummyimage.com/233x220.jpg/ff4444/ffffff,Avavee,Close,9:02 PM,545-824-6090,false,true,767-79-4151
384,false,false,"Bauch, Aufderhar and Pouros",51.75,1024,http://dummyimage.com/112x146.png/ff4444/ffffff,Devshare,Close,9:05 PM,410-498-0772,false,true,513-75-2317
385,false,true,Fritsch-Dibbert,61.88,1023,http://dummyimage.com/169x161.png/cc0000/ffffff,Realpoint,Open,8:30 PM,760-968-0981,true,false,196-62-0698
386,false,false,Rolfson Inc,50.9,1014,http://dummyimage.com/239x203.bmp/5fa2dd/ffffff,Blogtag,Open,10:59 PM,765-390-7693,false,false,210-08-4574
387,false,false,"Heller, Pfeffer and Nitzsche",77.25,1013,http://dummyimage.com/230x157.bmp/cc0000/ffffff,Photolist,Close,9:15 PM,599-738-0056,false,true,760-82-8360
388,false,false,Cummings Group,19.34,1005,http://dummyimage.com/241x149.jpg/cc0000/ffffff,Shufflester,Close,7:40 PM,996-549-0538,false,false,332-34-3075
389,true,false,"Luettgen, Greenfelder and Schmeler",73.7,1022,http://dummyimage.com/104x103.jpg/dddddd/000000,Jabbertype,Close,10:38 PM,395-749-2959,true,false,395-81-6682
390,false,false,Macejkovic-Denesik,41.15,1014,http://dummyimage.com/196x123.bmp/ff4444/ffffff,DabZ,Open,11:57 PM,278-616-3087,false,true,569-75-9697
391,false,true,Williamson-Rau,35.27,1017,http://dummyimage.com/165x188.png/ff4444/ffffff,Skyvu,Close,11:37 PM,492-203-8329,true,false,405-52-6999
392,true,false,Orn-Farrell,65.59,1025,http://dummyimage.com/208x152.jpg/cc0000/ffffff,Tazz,Close,6:19 PM,105-409-3869,true,false,427-69-9386
393,true,false,Berge-Rohan,23.67,1010,http://dummyimage.com/124x120.bmp/ff4444/ffffff,Aimbu,Open,8:47 PM,590-436-1066,false,true,803-07-7642
394,true,true,Hoppe and Sons,75.27,1023,http://dummyimage.com/119x220.jpg/ff4444/ffffff,Riffpedia,Open,9:08 PM,229-630-8132,true,true,709-11-4294
395,false,true,"Goyette, Collins and Rempel",11.01,1022,http://dummyimage.com/178x145.png/5fa2dd/ffffff,Topicware,Open,9:38 PM,696-584-0497,false,false,361-25-7010
396,true,false,Prosacco Group,82.5,1009,http://dummyimage.com/168x217.jpg/5fa2dd/ffffff,Oyope,Close,6:03 PM,145-745-0506,true,false,288-16-3787
397,true,false,Kshlerin-Cummerata,70.65,1016,http://dummyimage.com/246x141.bmp/5fa2dd/ffffff,Jetwire,Open,7:37 PM,120-653-0798,false,true,532-25-1683
398,true,true,"Corkery, DuBuque and Runolfsson",22.15,1024,http://dummyimage.com/142x229.bmp/cc0000/ffffff,Dynabox,Open,8:29 PM,712-537-1067,false,false,391-29-5043
399,true,false,"Hessel, Nolan and Hartmann",7.17,1013,http://dummyimage.com/109x174.bmp/ff4444/ffffff,Mydeo,Close,8:24 PM,638-943-0439,true,true,606-56-0619
400,false,false,Bailey Group,46.85,1025,http://dummyimage.com/206x190.png/5fa2dd/ffffff,Divape,Close,6:57 PM,611-652-6499,true,false,266-75-9079
401,true,true,Turcotte-Lebsack,32.46,1025,http://dummyimage.com/237x135.jpg/dddddd/000000,Wikido,Close,8:16 PM,763-633-9776,true,true,226-91-0815
402,false,false,Hansen Inc,90.07,1001,http://dummyimage.com/242x144.bmp/dddddd/000000,Omba,Close,7:08 PM,655-751-2134,false,false,795-95-3256
403,true,false,Upton Inc,42.49,1013,http://dummyimage.com/176x147.png/ff4444/ffffff,Zoozzy,Open,6:30 PM,379-205-6306,false,false,432-91-0928
404,true,true,Sporer Group,43.39,1006,http://dummyimage.com/126x153.bmp/cc0000/ffffff,Snaptags,Close,10:14 PM,124-645-3006,false,false,797-31-1245
405,false,false,"Satterfield, Grady and Ryan",37.8,1006,http://dummyimage.com/114x240.bmp/ff4444/ffffff,Divanoodle,Open,8:24 PM,479-598-7313,true,false,346-24-9750
406,true,false,"Roberts, Kunde and Walsh",94.11,1025,http://dummyimage.com/181x180.png/dddddd/000000,Quatz,Open,8:26 PM,651-623-3004,true,false,764-04-4010
407,true,true,"Schneider, Braun and Douglas",2.75,1009,http://dummyimage.com/164x242.png/ff4444/ffffff,Twitternation,Open,8:16 PM,299-435-6352,false,true,439-10-6014
408,true,false,Jerde Group,42.7,1014,http://dummyimage.com/144x104.bmp/dddddd/000000,Yambee,Open,6:18 PM,917-855-5635,false,false,490-42-5882
409,true,false,Waters Inc,42.38,1018,http://dummyimage.com/121x136.bmp/5fa2dd/ffffff,Buzzster,Close,10:05 PM,637-106-5161,false,true,202-89-5261
410,false,false,"Bruen, Bergstrom and Sawayn",11.74,1002,http://dummyimage.com/213x209.jpg/dddddd/000000,Kazio,Close,9:49 PM,281-594-0774,false,false,452-03-3086
411,false,false,"Moen, Crooks and Spinka",97.7,1000,http://dummyimage.com/178x116.bmp/5fa2dd/ffffff,Eire,Open,8:05 PM,681-980-1420,true,true,529-14-3747
412,false,false,Considine Inc,43.77,1020,http://dummyimage.com/227x216.jpg/cc0000/ffffff,Yamia,Open,11:33 PM,729-935-8433,true,true,410-10-9389
413,false,false,"Welch, Lind and Nienow",79.62,1005,http://dummyimage.com/181x151.jpg/dddddd/000000,Innojam,Open,8:48 PM,233-835-7436,false,false,116-05-2471
414,false,true,Davis Inc,51.49,1024,http://dummyimage.com/195x165.bmp/cc0000/ffffff,Abata,Open,8:35 PM,109-346-1291,true,false,853-97-2811
415,true,true,Bradtke-Balistreri,16.92,1009,http://dummyimage.com/166x127.bmp/ff4444/ffffff,Gigabox,Close,11:04 PM,441-720-6746,true,false,453-50-4582
416,true,false,"Flatley, Heller and Adams",40.95,1005,http://dummyimage.com/227x197.jpg/cc0000/ffffff,Omba,Close,8:00 PM,445-772-6026,true,true,349-59-0007
417,true,true,Champlin-Reichel,27.12,1010,http://dummyimage.com/107x112.png/cc0000/ffffff,Buzzdog,Open,7:27 PM,979-227-2545,false,true,230-80-6872
418,true,true,Padberg and Sons,2.16,1006,http://dummyimage.com/122x216.jpg/ff4444/ffffff,Trudoo,Close,6:31 PM,559-270-9278,true,true,673-21-0218
419,false,false,Brakus Group,31.8,1023,http://dummyimage.com/187x204.jpg/cc0000/ffffff,Avamba,Open,11:08 PM,145-156-6250,false,true,341-30-9705
420,true,true,Wintheiser and Sons,14.65,1006,http://dummyimage.com/246x153.jpg/ff4444/ffffff,Trilith,Open,9:55 PM,184-586-3783,false,false,646-06-1123
421,true,true,Larkin LLC,93.64,1008,http://dummyimage.com/111x137.png/5fa2dd/ffffff,Realfire,Open,8:10 PM,783-169-3802,false,true,737-05-2075
422,false,false,"Roberts, Padberg and Wuckert",87.2,1003,http://dummyimage.com/234x199.png/5fa2dd/ffffff,Fanoodle,Close,10:51 PM,170-241-9476,false,false,216-70-0366
423,true,false,"Simonis, Homenick and Anderson",54.96,1001,http://dummyimage.com/180x225.png/cc0000/ffffff,Zoonoodle,Open,8:29 PM,969-476-6907,true,false,137-87-9109
424,true,false,West-Morissette,50.02,1002,http://dummyimage.com/176x174.jpg/dddddd/000000,Realbuzz,Close,6:53 PM,137-443-4187,true,true,174-50-9277
425,false,false,"Littel, Collins and Wolff",69.24,1025,http://dummyimage.com/213x142.jpg/dddddd/000000,Tagfeed,Open,8:31 PM,190-995-1051,true,true,851-94-8908
426,false,false,Waelchi Inc,80.36,1015,http://dummyimage.com/130x245.bmp/dddddd/000000,Thoughtbeat,Close,7:34 PM,278-121-1097,false,false,294-44-2292
427,false,true,Rowe-Wilderman,74.08,1002,http://dummyimage.com/114x185.bmp/dddddd/000000,Skaboo,Open,6:39 PM,371-334-1228,true,true,561-46-6168
428,false,true,Bailey-Pagac,40.14,1018,http://dummyimage.com/149x180.bmp/cc0000/ffffff,Divanoodle,Open,9:50 PM,148-361-5278,true,false,851-32-8501
429,false,true,Jacobs-McLaughlin,38.54,1002,http://dummyimage.com/216x216.bmp/ff4444/ffffff,Riffpath,Close,6:26 PM,423-869-2245,false,true,449-69-5298
430,false,false,"Rau, Wunsch and Luettgen",39.93,1003,http://dummyimage.com/235x152.png/5fa2dd/ffffff,Mynte,Open,10:11 PM,780-443-7842,true,false,120-82-6620
431,true,true,"Doyle, Blanda and Graham",95.51,1009,http://dummyimage.com/228x214.bmp/ff4444/ffffff,Browsebug,Open,6:42 PM,652-299-9826,true,false,375-85-1994
432,false,true,Fahey-Casper,27.15,1020,http://dummyimage.com/211x180.bmp/dddddd/000000,Jabberstorm,Open,10:47 PM,843-220-9799,true,false,826-99-2486
433,true,true,Cormier-Gaylord,58.77,1012,http://dummyimage.com/200x213.jpg/cc0000/ffffff,Fanoodle,Close,9:59 PM,838-785-9530,false,false,151-01-2339
434,false,false,O'Hara Inc,65.31,1006,http://dummyimage.com/186x194.png/5fa2dd/ffffff,InnoZ,Close,8:54 PM,403-168-7809,true,false,546-57-9560
435,false,true,Balistreri-McKenzie,13.09,1002,http://dummyimage.com/192x222.png/ff4444/ffffff,Podcat,Open,6:21 PM,896-771-0626,true,false,242-69-8092
436,false,false,Koelpin-Kuvalis,33.32,1000,http://dummyimage.com/165x219.png/cc0000/ffffff,Ntags,Close,7:46 PM,858-513-9139,false,false,795-75-2015
437,true,false,"Lockman, Wyman and Herzog",78.66,1014,http://dummyimage.com/248x135.jpg/dddddd/000000,Gabspot,Open,10:49 PM,541-810-5106,false,true,262-26-4131
438,false,true,"Weimann, Goodwin and Blanda",90.06,1011,http://dummyimage.com/179x183.bmp/cc0000/ffffff,Brightbean,Close,11:32 PM,481-958-3116,true,false,485-61-6204
439,false,true,D'Amore Inc,48.53,1007,http://dummyimage.com/250x154.bmp/ff4444/ffffff,Yotz,Open,6:35 PM,276-890-8615,false,true,322-95-5048
440,false,true,Schoen Group,53.58,1008,http://dummyimage.com/226x248.png/dddddd/000000,Vinte,Open,11:35 PM,263-824-5933,true,false,220-58-3461
441,false,false,"Mueller, Romaguera and D'Amore",79.38,1002,http://dummyimage.com/190x144.jpg/cc0000/ffffff,Linkbuzz,Close,10:41 PM,531-229-7194,true,false,306-98-7135
442,true,true,Wuckert Group,9.71,1021,http://dummyimage.com/103x101.png/dddddd/000000,Yoveo,Close,10:32 PM,562-292-9853,false,false,564-64-6184
443,false,false,"Gleichner, Collins and Schimmel",60.49,1009,http://dummyimage.com/238x211.jpg/5fa2dd/ffffff,Skinix,Open,7:39 PM,456-737-6019,true,false,136-47-5609
444,false,false,"Borer, Konopelski and O'Conner",72.48,1024,http://dummyimage.com/184x208.jpg/ff4444/ffffff,Muxo,Open,11:28 PM,274-401-3696,true,false,466-59-1598
445,false,true,Konopelski-Stokes,9.34,1015,http://dummyimage.com/243x160.jpg/dddddd/000000,Youfeed,Open,8:18 PM,670-863-6174,false,false,484-08-0884
446,true,true,"Volkman, Walsh and Breitenberg",53.47,1021,http://dummyimage.com/208x223.jpg/dddddd/000000,Browsedrive,Close,7:45 PM,920-163-1262,true,false,199-94-7589
447,false,false,Durgan-Bailey,91.64,1017,http://dummyimage.com/200x245.bmp/cc0000/ffffff,Rhyloo,Close,8:27 PM,462-471-0831,true,true,274-76-7199
448,false,true,O'Keefe Inc,10.18,1014,http://dummyimage.com/179x164.jpg/ff4444/ffffff,Twitterworks,Close,6:49 PM,530-773-0302,true,true,621-14-2172
449,false,true,"Predovic, Heaney and Morissette",77.68,1004,http://dummyimage.com/108x162.jpg/5fa2dd/ffffff,Kaymbo,Open,11:23 PM,783-875-7064,true,false,277-08-8933
450,true,false,White LLC,9.13,1008,http://dummyimage.com/190x118.jpg/dddddd/000000,Dynazzy,Open,9:35 PM,414-931-8023,true,false,421-30-0768
451,true,true,"Quitzon, Lindgren and Mohr",35.64,1010,http://dummyimage.com/125x248.bmp/cc0000/ffffff,Leenti,Close,11:26 PM,299-568-0795,false,false,497-17-6775
452,true,true,"Kerluke, Koelpin and Cummerata",35.45,1024,http://dummyimage.com/219x149.bmp/cc0000/ffffff,Rhynoodle,Open,10:41 PM,318-617-7134,false,true,189-68-5448
453,false,false,"Volkman, Rath and Gerlach",88.61,1008,http://dummyimage.com/181x152.jpg/cc0000/ffffff,Centimia,Close,6:33 PM,691-679-5653,false,false,321-40-7711
454,false,true,"Cruickshank, Littel and Prosacco",24.76,1007,http://dummyimage.com/159x242.bmp/dddddd/000000,Yotz,Close,8:55 PM,737-766-5073,true,true,694-31-5225
455,true,true,Raynor-Bruen,79.96,1024,http://dummyimage.com/175x146.bmp/cc0000/ffffff,Brainbox,Close,9:52 PM,150-794-0441,true,false,633-15-0982
456,true,false,Huel-Kilback,48.79,1000,http://dummyimage.com/240x246.bmp/dddddd/000000,Skivee,Close,9:27 PM,621-826-4277,true,false,458-89-4433
457,true,true,"Bauch, Crooks and Ernser",12.73,1006,http://dummyimage.com/166x123.bmp/cc0000/ffffff,Feedspan,Open,8:44 PM,983-664-7720,false,true,286-96-9802
458,true,true,Bartoletti-Klocko,2.5,1002,http://dummyimage.com/239x194.png/cc0000/ffffff,Meetz,Close,11:49 PM,677-959-1641,false,true,145-78-4442
459,true,true,D'Amore-Lesch,32.42,1007,http://dummyimage.com/220x232.png/cc0000/ffffff,JumpXS,Open,6:36 PM,812-731-8262,true,true,793-32-8954
460,true,true,Nader-Streich,42.72,1000,http://dummyimage.com/109x172.bmp/dddddd/000000,Roodel,Close,7:58 PM,322-570-0104,true,false,465-33-0226
461,true,false,"Kozey, Leannon and Heaney",42.66,1005,http://dummyimage.com/117x138.jpg/ff4444/ffffff,Tagtune,Open,6:30 PM,406-829-4922,true,false,791-87-3239
462,true,false,Mosciski LLC,43.39,1009,http://dummyimage.com/141x142.png/ff4444/ffffff,Agimba,Close,6:49 PM,297-846-6372,true,true,671-25-3889
463,false,false,"Durgan, Littel and O'Kon",18.66,1025,http://dummyimage.com/142x201.png/dddddd/000000,Buzzdog,Open,7:02 PM,525-895-4966,false,false,206-89-1843
464,true,false,Kuhic-McLaughlin,53.97,1009,http://dummyimage.com/171x155.png/cc0000/ffffff,DabZ,Close,6:05 PM,987-954-8866,true,true,681-31-1204
465,true,true,"Christiansen, Nicolas and Hermann",50.27,1023,http://dummyimage.com/194x190.png/5fa2dd/ffffff,Brightbean,Open,11:46 PM,377-724-9827,false,true,671-40-0378
466,false,true,Vandervort-Johnson,65.82,1015,http://dummyimage.com/125x212.png/dddddd/000000,Zoomcast,Open,11:16 PM,970-438-8156,true,false,684-60-4021
467,false,false,Pacocha-Mayer,69.57,1003,http://dummyimage.com/201x173.png/cc0000/ffffff,Twinder,Open,10:22 PM,721-541-0918,true,true,838-19-3776
468,false,false,Effertz Group,60.98,1008,http://dummyimage.com/133x172.jpg/cc0000/ffffff,Fivebridge,Close,6:41 PM,809-423-1060,true,true,206-91-7906
469,false,false,Gibson-Towne,71.99,1011,http://dummyimage.com/118x236.jpg/dddddd/000000,Meejo,Open,11:46 PM,965-724-7858,false,false,569-86-6306
470,false,false,Harris Group,43.72,1011,http://dummyimage.com/188x196.bmp/5fa2dd/ffffff,Jaloo,Open,8:21 PM,472-679-2872,true,false,256-25-8474
471,false,true,"Wisoky, Brown and Hagenes",90.99,1014,http://dummyimage.com/175x229.bmp/cc0000/ffffff,Rhyloo,Open,8:43 PM,811-660-9261,false,false,101-55-9064
472,false,false,"Thiel, Champlin and Simonis",5.2,1018,http://dummyimage.com/207x238.jpg/cc0000/ffffff,Riffwire,Open,10:16 PM,580-901-5997,false,false,176-95-3254
473,false,true,Zieme LLC,44.48,1013,http://dummyimage.com/238x188.jpg/cc0000/ffffff,Voonix,Open,7:22 PM,130-881-4498,false,false,686-18-4412
474,true,true,"Fisher, Raynor and Ebert",32.31,1011,http://dummyimage.com/250x232.png/dddddd/000000,Yakijo,Close,8:32 PM,950-896-7934,true,false,607-63-6356
475,true,true,"Shanahan, Stiedemann and Farrell",52.68,1017,http://dummyimage.com/156x100.jpg/5fa2dd/ffffff,Jaloo,Close,9:02 PM,229-854-7160,false,true,263-90-6945
476,true,false,"Larson, Herzog and Stoltenberg",69.43,1018,http://dummyimage.com/218x206.jpg/5fa2dd/ffffff,Realmix,Open,9:19 PM,570-520-5243,false,true,415-34-2310
477,false,false,Rogahn-Halvorson,72.44,1002,http://dummyimage.com/174x223.jpg/5fa2dd/ffffff,Browsezoom,Close,7:56 PM,139-118-9157,false,true,851-90-5595
478,true,false,"Brakus, Zulauf and Gerhold",84.01,1024,http://dummyimage.com/151x233.png/5fa2dd/ffffff,Plambee,Close,11:10 PM,185-404-1723,false,true,871-57-9090
479,true,true,"Cremin, Little and Flatley",22.39,1019,http://dummyimage.com/158x250.png/ff4444/ffffff,Skinte,Open,6:45 PM,558-609-5242,true,true,602-15-9095
480,false,false,Hegmann-Champlin,27.85,1023,http://dummyimage.com/243x214.bmp/cc0000/ffffff,DabZ,Open,10:40 PM,297-765-0984,false,false,218-49-1568
481,false,false,"Pfeffer, Parisian and Kovacek",64.33,1001,http://dummyimage.com/250x240.png/dddddd/000000,Jabberstorm,Close,7:30 PM,351-203-0624,true,true,289-23-2408
482,false,false,Leuschke Group,67.47,1018,http://dummyimage.com/181x152.jpg/dddddd/000000,Dynabox,Close,10:21 PM,595-626-1163,false,true,817-07-3604
